control,source_condition,phase_index,n_seeds,mean_influence,mean_influence_seed_sd,mean_loss_advantage,mean_loss_advantage_seed_sd,mean_dummy_advantage,mean_dummy_advantage_seed_sd,mean_shuffled_advantage,mean_shuffled_advantage_seed_sd,mean_wrong_lag_advantage,mean_wrong_lag_advantage_seed_sd,mean_aware_squared_error,mean_aware_squared_error_seed_sd,action_outcome_correlation,action_outcome_correlation_seed_sd,partial_action_outcome_correlation,partial_action_outcome_correlation_seed_sd,sensory_variance,sensory_variance_seed_sd,mean_action_energy,mean_action_energy_seed_sd,mean_vigor,mean_vigor_seed_sd,mean_homeostatic_squared_error,mean_homeostatic_squared_error_seed_sd,evidence_clipped_fraction,evidence_clipped_fraction_seed_sd
real_action_connected,estimator_yoked,0,30,1.588832788631907,0.029739328811655235,1.6192971001629872,0.03132411920460265,2.8516030554041366e-05,0.001410273982174589,-3.045029861387551e-05,0.001595659316976559,-4.4677790610866616e-05,0.0014098803413139262,0.04178266603554641,0.0024113172470759513,0.5889655843850445,0.005082098805012539,0.981007453415016,0.001197690323211479,2.8494335254577754,0.30299962796478797,1.015023276193802,0.045256439144826334,1.0,0.0,3.864677634110462,0.5039353714387187,0.0002222222222222222,0.0005053986957192689
cable_disconnected,estimator_disconnected,1,30,-0.007836883239864258,0.002823506126083568,-0.0019801384764524545,0.002918045713603187,-0.0010875126729480177,0.0020896892027195656,-0.0009061354273506733,0.0013336705536992851,-0.0009988593733880552,0.0016370280592348458,0.04000107990332558,0.001736034999099046,-0.0036661160002567556,0.034423502291874644,-0.001477854053698815,0.026084483742257712,0.11034597770377991,0.010434241568270742,1.006344550079355,0.04759032660603761,1.0,0.0,1.1031435243507537,0.06578376179040331,0.0,0.0
matched_yoked,estimator_yoked,1,30,-0.0012952545532545023,0.002217948846156922,-0.0001579979970595043,0.002098285221280019,0.0001683264183415296,0.0015104444730571417,-0.0003689306758054683,0.0015733865527955606,0.0005716482502812921,0.001700990017023255,1.0728414625685674,0.05040979323153227,-0.00398223497744264,0.032541511225370676,-0.0027052488968574056,0.03722752423286231,2.9339613134741866,0.2749588002042585,1.006344550079355,0.04759032660603761,1.0,0.0,4.067654005596962,0.5267804972181946,0.0,0.0
reversed_mapping,estimator_reversed,1,30,1.4933156264809648,0.03814496107088136,1.5607719159104434,0.03790899731565949,0.00013699534590568186,0.0016812596723329268,0.00024649759195112585,0.0023447642403901666,3.09704572484194e-05,0.001784529883736566,0.04679802433729919,0.002772372725956428,-0.5906578698879338,0.005931904154172538,-0.9805655345012362,0.0015517347441221876,2.8688671893065907,0.3670364506650643,1.0140990444220679,0.051456063323227705,1.0,0.0,3.9186546198642103,0.5388011444565851,8.888888888888888e-05,0.0003382775089366166
deterministic_policy,deterministic_policy,2,30,-5.820915171074427e-05,0.00042916585206934674,-5.51508495079757e-05,0.00044099011823483435,-0.0003844683643107616,0.0013327170189060768,-0.0001670800269273053,0.0014630031796630577,-0.00032996903790994173,0.0008646067577208887,0.039819328794484944,0.0019283661951501755,-0.30242278592528476,0.03675252802541985,nan,nan,0.04349373855455891,0.0025797036370971836,0.03139172957256963,0.001681094904148716,1.0,0.0,0.12549741981611748,0.006693834125149453,0.0,0.0
learned_gate_disconnected,behavior_probe_0.03,1,30,-0.101775821452577,0.02445454620479181,-0.09491765970188827,0.022993557125343095,-0.0027715311415217655,0.002877797032010926,-0.0022181128481969506,0.0017515202842279386,-0.0011353609774945935,0.0018341706323203397,0.048634022502586395,0.002892705470482425,-0.024283794138274136,0.030704114828452395,-0.005547830960292383,0.027513727186257067,0.11034597770377991,0.010434241568270742,0.03020812345848053,0.006053576871286851,0.027154249170007767,0.008986753989011316,1.1031435243507537,0.06578376179040331,0.0003111111111111111,0.000573577422869435
ungated_disconnected,behavior_ungated,1,30,-0.014691687601107771,0.005085425288708577,-0.011326564901743268,0.004993234245923735,-0.0018165517643112953,0.0023834170894268814,-0.0015314617102224328,0.0016716813731258535,-0.00283575200563685,0.002376183412554562,0.04097348322919672,0.0016749920200551975,-0.7987822921597159,0.02425573410186279,nan,nan,0.11034597770377991,0.010434241568270742,0.27579252076105815,0.0164218582216529,1.0,0.0,1.1031435243507537,0.06578376179040331,0.0,0.0
oracle_disconnected,behavior_oracle,1,30,0.002108450716298101,0.0021140452968298807,0.0015889219800448487,0.0015260910847594514,-0.0018165517643112953,0.0023834170894268814,-0.0015314617102224328,0.0016716813731258535,-0.0009716691979802231,0.0008243736266347933,0.03992258474748282,0.0016790419093249385,nan,nan,nan,nan,0.11034597770377991,0.010434241568270742,0.0,0.0,0.0,0.0,1.1031435243507537,0.06578376179040331,0.0,0.0
